System call,Windows NT (SP6),Windows 2000 (SP2),Windows 2000 (SP4),Windows XP (SP0),Windows XP (SP1),Windows XP (SP2),Windows XP (SP3),Windows Server 2003 (SP0),Windows Server 2003 (SP1),Windows Server 2003 (SP2),Windows Server 2003 (R2),Windows Server 2003 (R2 SP2),Windows Vista (SP0),Windows Vista (SP1),Windows Vista (SP2),Windows Server 2008 (SP0),Windows Server 2008 (SP2),Windows 7 (SP0),Windows 7 (SP1),Windows 8 (8.0),Windows 8 (8.1),Windows 10 (1507),Windows 10 (1511),Windows 10 (1607),Windows 10 (1703),Windows 10 (1709),Windows 10 (1803),Windows 10 (1809),Windows 10 (1903),Windows 10 (1909),Windows 10 (2004),Windows 10 (20H2)
NtGdiDdDDIMapGpuVirtualAddress,,,,,,,,,,,,,,,,,,,,,,0x1392,0x1393,0x139a,0x135b,0x1363,0x136d,0x136f,0x1371,0x1371,0x10b4,0x10b4
NtGdiDdDDIMarkDeviceAsError,,,,,,,,,,,,,,,,,,,,,,0x13b2,0x13b2,0x13b9,0x137a,0x1385,0x138f,0x1391,0x1392,0x1392,0x10b5,0x10b5
NtGdiDdDDINetDispGetNextChunkInfo,,,,,,,,,,,,,,,,,,,,,0x1375,0x139a,0x139b,0x13a2,0x1363,0x136b,0x1375,0x1377,0x1379,0x1379,0x10b6,0x10b6
NtGdiDdDDINetDispQueryMiracastDisplayDeviceStatus,,,,,,,,,,,,,,,,,,,,,0x1379,0x139f,0x139f,0x13a6,0x1367,0x136f,0x1379,0x137b,0x137d,0x137d,0x10b7,0x10b7
NtGdiDdDDINetDispQueryMiracastDisplayDeviceSupport,,,,,,,,,,,,,,,,,,,,,0x1376,0x139b,0x139c,0x13a3,0x1364,0x136c,0x1376,0x1378,0x137a,0x137a,0x10b8,0x10b8
NtGdiDdDDINetDispStartMiracastDisplayDevice,,,,,,,,,,,,,,,,,,,,,0x1377,0x139c,0x139d,0x13a4,0x1365,0x136d,0x1377,0x1379,0x137b,0x137b,0x10b9,0x10b9
NtGdiDdDDINetDispStartMiracastDisplayDeviceEx,,,,,,,,,,,,,,,,,,,,,,0x139d,,,,,,,,,,
NtGdiDdDDINetDispStopMiracastDisplayDevice,,,,,,,,,,,,,,,,,,,,,0x1378,0x139e,0x139e,0x13a5,0x1366,0x136e,0x1378,0x137a,0x137c,0x137c,0x10ba,0x10ba
NtGdiDdDDINetDispStopSessions,,,,,,,,,,,,,,,,,,,,,,0x13a0,0x13a0,0x13a7,0x1368,0x1370,0x137a,0x137c,,,,
NtGdiDdDDIOfferAllocations,,,,,,,,,,,,,,,,,,,,0x134d,0x1356,0x1366,0x1367,0x136d,0x132e,0x1336,0x1340,0x1341,0x1344,0x1344,0x10bb,0x10bb
NtGdiDdDDIOpenAdapterFromDeviceName,,,,,,,,,,,,,0x12d5,0x12d5,0x12d5,0x12d5,0x12d5,0x12f7,0x12f7,0x1322,0x132b,0x1338,0x1339,0x133f,0x1300,0x1308,0x1312,0x1313,0x1316,0x1316,0x10bc,0x10bc
NtGdiDdDDIOpenAdapterFromHdc,,,,,,,,,,,,,0x12d6,0x12d6,0x12d6,0x12d6,0x12d6,0x12f8,0x12f8,0x1321,0x132a,0x1337,0x1338,0x133e,0x12ff,0x1307,0x1311,0x1312,0x1315,0x1315,0x104f,0x104f
NtGdiDdDDIOpenAdapterFromLuid,,,,,,,,,,,,,,,,,,,,0x131f,0x1328,0x1334,0x1335,0x133b,0x12fc,0x1304,0x130e,0x130f,0x1312,0x1312,0x10bd,0x10bd
NtGdiDdDDIOpenBundleObjectNtHandleFromName,,,,,,,,,,,,,,,,,,,,,,,,,,,0x13b6,0x13b9,0x13bb,0x13bb,0x10be,0x10be
NtGdiDdDDIOpenKeyedMutex,,,,,,,,,,,,,,,,,,0x131a,0x131a,0x1355,0x135e,0x136e,0x136f,0x1375,0x1336,0x133e,0x1348,0x1349,0x134c,0x134c,0x10bf,0x10bf
NtGdiDdDDIOpenKeyedMutex2,,,,,,,,,,,,,,,,,,,,0x1345,0x134e,0x135e,0x135f,0x1365,0x1326,0x132e,0x1338,0x1339,0x133c,0x133c,0x10c0,0x10c0
NtGdiDdDDIOpenKeyedMutexFromNtHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,0x13b9,0x13bc,0x13be,0x13be,0x10c1,0x10c1
NtGdiDdDDIOpenNtHandleFromName,,,,,,,,,,,,,,,,,,,,0x133b,0x1344,0x1353,0x1354,0x135a,0x131b,0x1323,0x132d,0x132e,0x1331,0x1331,0x10c2,0x10c2
NtGdiDdDDIOpenProtectedSessionFromNtHandle,,,,,,,,,,,,,,,,,,,,,,,,,,0x13a6,0x13b1,0x13b4,0x13b6,0x13b6,0x10c3,0x10c3
NtGdiDdDDIOpenResource,,,,,,,,,,,,,0x12c0,0x12c0,0x12c0,0x12c0,0x12c0,0x12e1,0x12e1,0x133a,0x1343,0x1352,0x1353,0x1359,0x131a,0x1322,0x132c,0x132d,0x1330,0x1330,0x10c4,0x10c4
NtGdiDdDDIOpenResourceFromNtHandle,,,,,,,,,,,,,,,,,,,,0x1338,0x1341,0x134f,0x1350,0x1356,0x1317,0x131f,0x1329,0x132a,0x132d,0x132d,0x10c5,0x10c5
NtGdiDdDDIOpenSwapChain,,,,,,,,,,,,,,,,,,,,,,0x13a4,0x13a4,0x13ab,0x136c,0x1374,0x137e,0x1380,0x1381,0x1381,0x10c6,0x10c6
NtGdiDdDDIOpenSyncObjectFromNtHandle,,,,,,,,,,,,,,,,,,,,0x1339,0x1342,0x1350,0x1351,0x1357,0x1318,0x1320,0x132a,0x132b,0x132e,0x132e,0x10c8,0x10c8
NtGdiDdDDIOpenSyncObjectFromNtHandle2,,,,,,,,,,,,,,,,,,,,,,0x1351,0x1352,0x1358,0x1319,0x1321,0x132b,0x132c,0x132f,0x132f,0x10c9,0x10c9
NtGdiDdDDIOpenSyncObjectNtHandleFromName,,,,,,,,,,,,,,,,,,,,,,0x1354,0x1355,0x135b,0x131c,0x1324,0x132e,0x132f,0x1332,0x1332,0x10ca,0x10ca
NtGdiDdDDIOpenSynchronizationObject,,,,,,,,,,,,,,,,,,0x12ea,0x12ea,0x132f,0x1338,0x1345,0x1346,0x134c,0x130d,0x1315,0x131f,0x1320,0x1323,0x1323,0x10c7,0x10c7
NtGdiDdDDIOutputDuplGetFrameInfo,,,,,,,,,,,,,,,,,,,,0x1349,0x1352,0x1362,0x1363,0x1369,0x132a,0x1332,0x133c,0x133d,0x1340,0x1340,0x10cb,0x10cb
NtGdiDdDDIOutputDuplGetMetaData,,,,,,,,,,,,,,,,,,,,0x1348,0x1351,0x1361,0x1362,0x1368,0x1329,0x1331,0x133b,0x133c,0x133f,0x133f,0x10cc,0x10cc
NtGdiDdDDIOutputDuplGetPointerShapeData,,,,,,,,,,,,,,,,,,,,0x1347,0x1350,0x1360,0x1361,0x1367,0x1328,0x1330,0x133a,0x133b,0x133e,0x133e,0x10cd,0x10cd
NtGdiDdDDIOutputDuplPresent,,,,,,,,,,,,,,,,,,,,0x1342,0x134b,0x135b,0x135c,0x1362,0x1323,0x132b,0x1335,0x1336,0x1339,0x1339,0x10ce,0x10ce
NtGdiDdDDIOutputDuplReleaseFrame,,,,,,,,,,,,,,,,,,,,0x1340,0x1349,0x1359,0x135a,0x1360,0x1321,0x1329,0x1333,0x1334,0x1337,0x1337,0x10cf,0x10cf
NtGdiDdDDIPinDirectFlipResources,,,,,,,,,,,,,,,,,,,,0x1361,0x136a,0x137a,0x137b,0x1381,0x1342,0x134a,0x1354,0x1355,0x1357,0x1357,,
NtGdiDdDDIPollDisplayChildren,,,,,,,,,,,,,0x12ed,0x12ed,0x12ed,0x12ed,0x12ed,0x1310,0x1310,0x135f,0x1368,0x1378,0x1379,0x137f,0x1340,0x1348,0x1352,0x1353,0x1355,0x1355,0x10d1,0x10d1
NtGdiDdDDIPresent,,,,,,,,,,,,,0x12d3,0x12d3,0x12d3,0x12d3,0x12d3,0x12f5,0x12f5,0x1324,0x132d,0x133a,0x133b,0x1341,0x1302,0x130a,0x1314,0x1315,0x1318,0x1318,0x10d2,0x10d2
NtGdiDdDDIPresentMultiPlaneOverlay,,,,,,,,,,,,,,,,,,,,,0x1371,0x1383,0x1384,0x138a,0x134b,0x1353,0x135d,0x135f,0x1361,0x1361,0x10d3,0x10d3
NtGdiDdDDIPresentMultiPlaneOverlay2,,,,,,,,,,,,,,,,,,,,,,0x13ab,0x13ab,0x13b2,0x1373,0x137e,0x1388,0x138a,0x138b,0x138b,0x10d4,0x10d4
NtGdiDdDDIPresentMultiPlaneOverlay3,,,,,,,,,,,,,,,,,,,,,,,,0x13bf,0x1380,0x138b,0x1395,0x1397,0x1398,0x1398,0x10d5,0x10d5
NtGdiDdDDIPresentRedirected,,,,,,,,,,,,,,,,,,,,,,,,,,0x13a8,0x13b3,0x13b6,0x13b8,0x13b8,0x10d6,0x10d6
NtGdiDdDDIQueryAdapterInfo,,,,,,,,,,,,,0x12cd,0x12cd,0x12cd,0x12cd,0x12cd,0x12ef,0x12ef,0x132a,0x1333,0x1340,0x1341,0x1347,0x1308,0x1310,0x131a,0x131b,0x131e,0x131e,0x10d7,0x10d7
NtGdiDdDDIQueryAllocationResidency,,,,,,,,,,,,,0x12c3,0x12c3,0x12c3,0x12c3,0x12c3,0x12e4,0x12e4,0x1335,0x133e,0x134b,0x134c,0x1352,0x1313,0x131b,0x1325,0x1326,0x1329,0x1329,0x10d8,0x10d8
NtGdiDdDDIQueryClockCalibration,,,,,,,,,,,,,,,,,,,,,,0x13ae,0x13ae,0x13b5,0x1376,0x1381,0x138b,0x138d,0x138e,0x138e,0x10d9,0x10d9
NtGdiDdDDIQueryFSEBlock,,,,,,,,,,,,,,,,,,,,,,,,0x13c1,0x1382,0x138d,0x1397,0x1399,0x139a,0x139a,0x10da,0x10da
NtGdiDdDDIQueryProcessOfferInfo,,,,,,,,,,,,,,,,,,,,,,,,0x13bc,0x137d,0x1388,0x1392,0x1394,0x1395,0x1395,0x10db,0x10db
NtGdiDdDDIQueryProtectedSessionInfoFromNtHandle,,,,,,,,,,,,,,,,,,,,,,,,,,0x13a5,0x13b0,0x13b3,0x13b5,0x13b5,0x10dc,0x10dc
NtGdiDdDDIQueryProtectedSessionStatus,,,,,,,,,,,,,,,,,,,,,,,,,,0x13a4,0x13af,0x13b2,0x13b4,0x13b4,0x10dd,0x10dd
NtGdiDdDDIQueryRemoteVidPnSourceFromGdiDisplayName,,,,,,,,,,,,,,,,,,,,0x1341,0x134a,0x135a,0x135b,0x1361,0x1322,0x132a,0x1334,0x1335,0x1338,0x1338,0x1050,0x1050
NtGdiDdDDIQueryResourceInfo,,,,,,,,,,,,,0x12bf,0x12bf,0x12bf,0x12bf,0x12bf,0x12e0,0x12e0,0x133e,0x1347,0x1357,0x1358,0x135e,0x131f,0x1327,0x1331,0x1332,0x1335,0x1335,0x10de,0x10de
NtGdiDdDDIQueryResourceInfoFromNtHandle,,,,,,,,,,,,,,,,,,,,0x133d,0x1346,0x1356,0x1357,0x135d,0x131e,0x1326,0x1330,0x1331,0x1334,0x1334,0x10df,0x10df
NtGdiDdDDIQueryStatistics,,,,,,,,,,,,,0x12da,0x12da,0x12da,0x12da,0x12da,0x12fc,0x12fc,0x131b,0x1324,0x1330,0x1331,0x1337,0x12f8,0x1300,0x130a,0x130b,0x130e,0x130e,0x10e0,0x10e0
NtGdiDdDDIQueryVidPnExclusiveOwnership,,,,,,,,,,,,,,,,,,,,,,0x13af,0x13af,0x13b6,0x1377,0x1382,0x138c,0x138e,0x138f,0x138f,0x10e2,0x10e2
NtGdiDdDDIQueryVideoMemoryInfo,,,,,,,,,,,,,,,,,,,,,,0x13a1,0x13a1,0x13a8,0x1369,0x1371,0x137b,0x137d,0x137e,0x137e,0x10e1,0x10e1
NtGdiDdDDIReclaimAllocations,,,,,,,,,,,,,,,,,,,,0x134c,0x1355,0x1365,0x1366,0x136c,0x132d,0x1335,0x133f,0x1340,0x1343,0x1343,0x10e3,0x10e3
NtGdiDdDDIReclaimAllocations2,,,,,,,,,,,,,,,,,,,,,,0x13ac,0x13ac,0x13b3,0x1374,0x137f,0x1389,0x138b,0x138c,0x138c,0x10e4,0x10e4
NtGdiDdDDIReleaseKeyedMutex,,,,,,,,,,,,,,,,,,0x131d,0x131d,0x1352,0x135b,0x136b,0x136c,0x1372,0x1333,0x133b,0x1345,0x1346,0x1349,0x1349,0x10e5,0x10e5
NtGdiDdDDIReleaseKeyedMutex2,,,,,,,,,,,,,,,,,,,,0x1343,0x134c,0x135c,0x135d,0x1363,0x1324,0x132c,0x1336,0x1337,0x133a,0x133a,0x10e6,0x10e6
NtGdiDdDDIReleaseProcessVidPnSourceOwners,,,,,,,,,,,,,0x12ea,0x12ea,0x12ea,0x12ea,0x12ea,0x130d,0x130d,0x1309,0x1312,0x131e,0x131f,0x1325,0x12e6,0x12ef,0x12f9,0x12fa,0x12fd,0x12fd,0x10e7,0x10e7
NtGdiDdDDIReleaseSwapChain,,,,,,,,,,,,,,,,,,,,,,0x13a7,0x13a7,0x13ae,0x136f,0x137a,0x1384,0x1386,0x1387,0x1387,0x10e8,0x10e8
NtGdiDdDDIRemoveSurfaceFromSwapChain,,,,,,,,,,,,,,,,,,,,,,,,,,0x1376,0x1380,0x1382,0x1383,0x1383,0x10e9,0x10e9
NtGdiDdDDIRender,,,,,,,,,,,,,0x12d4,0x12d4,0x12d4,0x12d4,0x12d4,0x12f6,0x12f6,0x1323,0x132c,0x1339,0x133a,0x1340,0x1301,0x1309,0x1313,0x1314,0x1317,0x1317,0x10ea,0x10ea
NtGdiDdDDIReserveGpuVirtualAddress,,,,,,,,,,,,,,,,,,,,,,0x1393,0x1394,0x139b,0x135c,0x1364,0x136e,0x1370,0x1372,0x1372,0x10eb,0x10eb
NtGdiDdDDISetAllocationPriority,,,,,,,,,,,,,0x12c2,0x12c2,0x12c2,0x12c2,0x12c2,0x12e3,0x12e3,0x1336,0x133f,0x134c,0x134d,0x1353,0x1314,0x131c,0x1326,0x1327,0x132a,0x132a,0x10ec,0x10ec
NtGdiDdDDISetContextInProcessSchedulingPriority,,,,,,,,,,,,,,,,,,,,0x1364,0x136d,0x137f,0x1380,0x1386,0x1347,0x134f,0x1359,0x135a,0x135c,0x135c,0x10ed,0x10ed
NtGdiDdDDISetContextSchedulingPriority,,,,,,,,,,,,,0x12e6,0x12e6,0x12e6,0x12e6,0x12e6,0x1309,0x1309,0x130d,0x1316,0x1322,0x1323,0x1329,0x12ea,0x12f3,0x12fd,0x12fe,0x1301,0x1301,0x10ee,0x10ee
NtGdiDdDDISetDeviceLostSupport,,,,,,,,,,,,,,,,,,,,,,,,,,0x13ab,,,,,,
NtGdiDdDDISetDisplayMode,,,,,,,,,,,,,0x12d1,0x12d1,0x12d1,0x12d1,0x12d1,0x12f3,0x12f3,0x1326,0x132f,0x133c,0x133d,0x1343,0x1304,0x130c,0x1316,0x1317,0x131a,0x131a,0x10ef,0x10ef
NtGdiDdDDISetDisplayPrivateDriverFormat,,,,,,,,,,,,,0x12f3,0x12f3,0x12f3,0x12f3,0x12f3,0x1316,0x1316,0x1359,0x1362,0x1372,0x1373,0x1379,0x133a,0x1342,0x134c,0x134d,,,,
NtGdiDdDDISetDodIndirectSwapchain,,,,,,,,,,,,,,,,,,,,,,0x13a9,0x13a9,0x13b0,0x1371,0x137c,0x1386,0x1388,0x1389,0x1389,0x10f0,0x10f0
NtGdiDdDDISetFSEBlock,,,,,,,,,,,,,,,,,,,,,,,,0x13c0,0x1381,0x138c,0x1396,0x1398,0x1399,0x1399,0x10f1,0x10f1
NtGdiDdDDISetGammaRamp,,,,,,,,,,,,,0x12e2,0x12e2,0x12e2,0x12e2,0x12e2,0x1305,0x1305,0x1311,0x131a,0x1326,0x1327,0x132d,0x12ee,0x12f7,0x1301,0x1302,0x1305,0x1305,0x10f2,0x10f2
NtGdiDdDDISetHwProtectionTeardownRecovery,,,,,,,,,,,,,,,,,,,,,,,0x13b4,0x13bb,0x137c,0x1387,0x1391,0x1393,0x1394,0x1394,0x1117,0x1117
NtGdiDdDDISetMemoryBudgetTarget,,,,,,,,,,,,,,,,,,,,,,,,,0x138f,0x139a,0x13a5,0x13a8,0x13aa,0x13aa,0x10f3,0x10f3
NtGdiDdDDISetMonitorColorSpaceTransform,,,,,,,,,,,,,,,,,,,,,,,,,,0x13a7,0x13b2,0x13b5,0x13b7,0x13b7,0x10f4,0x10f4
NtGdiDdDDISetProcessDeviceRemovalSupport,,,,,,,,,,,,,,,,,,,,,,,,,,,0x13b7,0x13ba,0x13bc,0x13bc,0x10f5,0x10f5
NtGdiDdDDISetProcessSchedulingPriorityBand,,,,,,,,,,,,,,,,,,,,,,,,,0x138e,0x1399,0x13a4,0x13a7,0x13a9,0x13a9,0x10f6,0x10f6
NtGdiDdDDISetProcessSchedulingPriorityClass,,,,,,,,,,,,,0x12e8,0x12e8,0x12e8,0x12e8,0x12e8,0x130b,0x130b,0x130b,0x1314,0x1320,0x1321,0x1327,0x12e8,0x12f1,0x12fb,0x12fc,0x12ff,0x12ff,0x10f7,0x10f7
NtGdiDdDDISetQueuedLimit,,,,,,,,,,,,,0x12ec,0x12ec,0x12ec,0x12ec,0x12ec,0x130f,0x130f,0x1360,0x1369,0x1379,0x137a,0x1380,0x1341,0x1349,0x1353,0x1354,0x1356,0x1356,0x10f8,0x10f8
NtGdiDdDDISetStablePowerState,,,,,,,,,,,,,,,,,,,,,,0x13ad,0x13ad,0x13b4,0x1375,0x1380,0x138a,0x138c,0x138d,0x138d,0x10f9,0x10f9
NtGdiDdDDISetStereoEnabled,,,,,,,,,,,,,,,,,,,,0x1367,0x1370,0x1382,0x1383,0x1389,0x134a,0x1352,0x135c,0x135e,0x1360,0x1360,0x10fa,0x10fa
NtGdiDdDDISetSyncRefreshCountWaitTarget,,,,,,,,,,,,,,,,,,,,,,0x137e,0x137f,0x1385,0x1346,0x134e,0x1358,0x1359,0x135b,0x135b,0x10fb,0x10fb
NtGdiDdDDISetVidPnSourceHwProtection,,,,,,,,,,,,,,,,,,,,,,0x13b1,0x13b1,0x13b8,0x1379,0x1384,0x138e,0x1390,0x1391,0x1391,0x10fc,0x10fc
NtGdiDdDDISetVidPnSourceOwner,,,,,,,,,,,,,0x12db,0x12db,0x12db,0x12db,0x12db,0x12fd,0x12fd,0x131a,0x1323,0x132f,0x1330,0x1336,0x12f7,0x12ff,0x1309,0x130a,0x130d,0x130d,0x10fd,0x10fd
NtGdiDdDDISetVidPnSourceOwner1,,,,,,,,,,,,,,,,,,,,0x1319,0x1322,0x132e,0x132f,0x1335,0x12f6,,,,,,,
NtGdiDdDDISetYieldPercentage,,,,,,,,,,,,,,,,,,,,,,,,,0x138d,0x1398,0x13a3,0x13a6,0x13a8,0x13a8,0x10fe,0x10fe
NtGdiDdDDIShareObjects,,,,,,,,,,,,,,,,,,,,0x133c,0x1345,0x1355,0x1356,0x135c,0x131d,0x1325,0x132f,0x1330,0x1333,0x1333,0x10ff,0x10ff
NtGdiDdDDISharedPrimaryLockNotification,,,,,,,,,,,,,0x12f4,0x12f4,0x12f4,0x12f4,0x12f4,0x1317,0x1317,0x1358,0x1361,0x1371,0x1372,0x1378,0x1339,0x1341,0x134b,0x134c,0x134f,0x134f,0x104d,0x104d
NtGdiDdDDISharedPrimaryUnLockNotification,,,,,,,,,,,,,0x12f5,0x12f5,0x12f5,0x12f5,0x12f5,0x1318,0x1318,0x1357,0x1360,0x1370,0x1371,0x1377,0x1338,0x1340,0x134a,0x134b,0x134e,0x134e,0x104e,0x104e
NtGdiDdDDISignalSynchronizationObject,,,,,,,,,,,,,0x12cb,0x12cb,0x12cb,0x12cb,0x12cb,0x12ed,0x12ed,0x132c,0x1335,0x1342,0x1343,0x1349,0x130a,0x1312,0x131c,0x131d,0x1320,0x1320,0x1100,0x1100
NtGdiDdDDISignalSynchronizationObjectFromCpu,,,,,,,,,,,,,,,,,,,,,,0x1388,0x1389,0x1390,0x1351,0x1359,0x1363,0x1365,0x1367,0x1367,0x1101,0x1101
NtGdiDdDDISignalSynchronizationObjectFromGpu,,,,,,,,,,,,,,,,,,,,,,0x138a,0x138b,0x1392,0x1353,0x135b,0x1365,0x1367,0x1369,0x1369,0x1102,0x1102
NtGdiDdDDISignalSynchronizationObjectFromGpu2,,,,,,,,,,,,,,,,,,,,,,0x138b,0x138c,0x1393,0x1354,0x135c,0x1366,0x1368,0x136a,0x136a,0x1103,0x1103
NtGdiDdDDISubmitCommand,,,,,,,,,,,,,,,,,,,,,,0x1397,0x1398,0x139f,0x1360,0x1368,0x1372,0x1374,0x1376,0x1376,0x1104,0x1104
NtGdiDdDDISubmitCommandToHwQueue,,,,,,,,,,,,,,,,,,,,,,,,,0x1387,0x1392,0x139c,0x139e,0x139f,0x139f,0x1105,0x1105
NtGdiDdDDISubmitSignalSyncObjectsToHwQueue,,,,,,,,,,,,,,,,,,,,,,,,,0x1389,0x1394,0x139e,0x13a0,0x13a1,0x13a1,0x1106,0x1106
NtGdiDdDDISubmitWaitForSyncObjectsToHwQueue,,,,,,,,,,,,,,,,,,,,,,,,,0x1388,0x1393,0x139d,0x139f,0x13a0,0x13a0,0x1107,0x1107
NtGdiDdDDITrimProcessCommitment,,,,,,,,,,,,,,,,,,,,,,,,0x13bd,0x137e,0x1389,0x1393,0x1395,0x1396,0x1396,0x1108,0x1108
NtGdiDdDDIUnOrderedPresentSwapChain,,,,,,,,,,,,,,,,,,,,,,,,,,0x1377,0x1381,0x1383,0x1384,0x1384,0x110b,0x110b
NtGdiDdDDIUnlock,,,,,,,,,,,,,0x12cf,0x12cf,0x12cf,0x12cf,0x12cf,0x12f1,0x12f1,0x1328,0x1331,0x133e,0x133f,0x1345,0x1306,0x130e,0x1318,0x1319,0x131c,0x131c,0x1109,0x1109
NtGdiDdDDIUnlock2,,,,,,,,,,,,,,,,,,,,,,0x138f,0x1390,0x1397,0x1358,0x1360,0x136a,0x136c,0x136e,0x136e,0x110a,0x110a
NtGdiDdDDIUnpinDirectFlipResources,,,,,,,,,,,,,,,,,,,,0x1362,0x136b,0x137b,0x137c,0x1382,0x1343,0x134b,0x1355,0x1356,0x1358,0x1358,,
NtGdiDdDDIUpdateAllocationProperty,,,,,,,,,,,,,,,,,,,,,,,,0x138e,0x134f,0x1357,0x1361,0x1363,0x1365,0x1365,0x110d,0x110d
NtGdiDdDDIUpdateGpuVirtualAddress,,,,,,,,,,,,,,,,,,,,,,0x1395,0x1396,0x139d,0x135e,0x1366,0x1370,0x1372,0x1374,0x1374,0x110e,0x110e
NtGdiDdDDIUpdateOverlay,,,,,,,,,,,,,0x12de,0x12de,0x12de,0x12de,0x12de,0x1301,0x1301,0x1315,0x131e,0x132a,0x132b,0x1331,0x12f2,0x12fb,0x1305,0x1306,0x1309,0x1309,0x110f,0x110f
NtGdiDdDDIWaitForIdle,,,,,,,,,,,,,0x12f0,0x12f0,0x12f0,0x12f0,0x12f0,0x1313,0x1313,0x135c,0x1365,0x1375,0x1376,0x137c,0x133d,0x1345,0x134f,0x1350,0x1352,0x1352,0x1110,0x1110
NtGdiDdDDIWaitForSynchronizationObject,,,,,,,,,,,,,0x12ca,0x12ca,0x12ca,0x12ca,0x12ca,0x12ec,0x12ec,0x132d,0x1336,0x1343,0x1344,0x134a,0x130b,0x1313,0x131d,0x131e,0x1321,0x1321,0x1111,0x1111
NtGdiDdDDIWaitForSynchronizationObjectFromCpu,,,,,,,,,,,,,,,,,,,,,,0x1387,0x1388,0x138f,0x1350,0x1358,0x1362,0x1364,0x1366,0x1366,0x1112,0x1112
NtGdiDdDDIWaitForSynchronizationObjectFromGpu,,,,,,,,,,,,,,,,,,,,,,0x1389,0x138a,0x1391,0x1352,0x135a,0x1364,0x1366,0x1368,0x1368,0x1113,0x1113
NtGdiDdDDIWaitForVerticalBlankEvent,,,,,,,,,,,,,0x12e1,0x12e1,0x12e1,0x12e1,0x12e1,0x1304,0x1304,0x1312,0x131b,0x1327,0x1328,0x132e,0x12ef,0x12f8,0x1302,0x1303,0x1306,0x1306,0x1114,0x1114
NtGdiDdDDIWaitForVerticalBlankEvent2,,,,,,,,,,,,,,,,,,,,0x1363,0x136c,0x137c,0x137d,0x1383,0x1344,0x134c,0x1356,0x1357,0x1359,0x1359,0x1115,0x1115
NtGdiDdDeleteDirectDrawObject,0x103d,0x103e,0x103e,0x1040,0x1040,0x1040,0x1040,0x1040,0x1040,0x1040,0x1040,0x1040,0x1042,0x1042,0x1042,0x1042,0x1042,0x1043,0x1043,,,,,,,,,,,,,
NtGdiDdDeleteSurfaceObject,0x103e,0x103f,0x103f,0x1041,0x1041,0x1041,0x1041,0x1041,0x1041,0x1041,0x1041,0x1041,0x1043,0x1043,0x1043,0x1043,0x1043,0x1044,0x1044,,,,,,,,,,,,,
NtGdiDdDestroyD3DBuffer,,0x1042,0x1042,0x1044,0x1044,0x1044,0x1044,0x1044,0x1044,0x1044,0x1044,0x1044,0x1046,0x1046,0x1046,0x1046,0x1046,0x1047,0x1047,,,,,,,,,,,,,
NtGdiDdDestroyFullscreenSprite,,,,,,,,,,,,,,,,,,0x1330,0x1330,0x1375,0x1387,0x13c0,0x13c2,0x13cf,0x13a0,0x13ba,0x13cc,0x13d6,0x13d9,0x13d9,0x1173,0x1173
NtGdiDdDestroyMoComp,,0x1040,0x1040,0x1042,0x1042,0x1042,0x1042,0x1042,0x1042,0x1042,0x1042,0x1042,0x1044,0x1044,0x1044,0x1044,0x1044,0x1045,0x1045,,,,,,,,,,,,,
NtGdiDdDestroySurface,0x103f,0x1041,0x1041,0x1043,0x1043,0x1043,0x1043,0x1043,0x1043,0x1043,0x1043,0x1043,0x1045,0x1045,0x1045,0x1045,0x1045,0x1046,0x1046,,,,,,,,,,,,,
NtGdiDdEndMoCompFrame,,0x1043,0x1043,0x1045,0x1045,0x1045,0x1045,0x1045,0x1045,0x1045,0x1045,0x1045,0x1047,0x1047,0x1047,0x1047,0x1047,0x1048,0x1048,,,,,,,,,,,,,
NtGdiDdFlip,0x1040,0x1044,0x1044,0x1046,0x1046,0x1046,0x1046,0x1046,0x1046,0x1046,0x1046,0x1046,0x1048,0x1048,0x1048,0x1048,0x1048,0x1049,0x1049,,,,,,,,,,,,,
NtGdiDdFlipToGDISurface,,0x1045,0x1045,0x1047,0x1047,0x1047,0x1047,0x1047,0x1047,0x1047,0x1047,0x1047,0x1049,0x1049,0x1049,0x1049,0x1049,0x104a,0x104a,,,,,,,,,,,,,
NtGdiDdGetAvailDriverMemory,,0x1046,0x1046,0x1048,0x1048,0x1048,0x1048,0x1048,0x1048,0x1048,0x1048,0x1048,0x104a,0x104a,0x104a,0x104a,0x104a,0x104b,0x104b,,,,,,,,,,,,,
NtGdiDdGetBltStatus,0x1041,0x1047,0x1047,0x1049,0x1049,0x1049,0x1049,0x1049,0x1049,0x1049,0x1049,0x1049,0x104b,0x104b,0x104b,0x104b,0x104b,0x104c,0x104c,,,,,,,,,,,,,
NtGdiDdGetDC,0x1042,0x1048,0x1048,0x104a,0x104a,0x104a,0x104a,0x104a,0x104a,0x104a,0x104a,0x104a,0x104c,0x104c,0x104c,0x104c,0x104c,0x104d,0x104d,,,,,,,,,,,,,
NtGdiDdGetDriverInfo,,0x1049,0x1049,0x104b,0x104b,0x104b,0x104b,0x104b,0x104b,0x104b,0x104b,0x104b,0x104d,0x104d,0x104d,0x104d,0x104d,0x104e,0x104e,,,,,,,,,,,,,
NtGdiDdGetDriverState,,0x1030,0x1030,0x1032,0x1032,0x1032,0x1032,0x1032,0x1032,0x1032,0x1032,0x1032,0x1034,0x1034,0x1034,0x1034,0x1034,0x1035,0x1035,,,,,,,,,,,,,
