System call,Windows XP (SP1),Windows XP (SP2),Windows Server 2003 (SP0),Windows Server 2003 (SP2),Windows Server 2003 (R2),Windows Server 2003 (R2 SP2),Windows Vista (SP0),Windows Vista (SP1),Windows Vista (SP2),Windows 7 (SP0),Windows 7 (SP1),Windows 8 (8.0),Windows 8 (8.1),Windows 10 (1507),Windows 10 (1511),Windows 10 (1607),Windows 10 (1703),Windows 10 (1709),Windows 10 (1803),Windows 10 (1809),Windows 10 (1903),Windows 10 (1909),Windows 10 (2004),Windows 10 (20H2),Windows 10 (21H1),Windows 10 (21H2),Windows 10 (22H2),Windows 11 and Server (Server 2022),Windows 11 and Server (11 21H2),Windows 11 and Server (11 22H2),Windows 11 and Server (11 23H2),Windows 11 and Server (Server 23H2),Windows 11 and Server (11 24H2),Windows 11 and Server (Server 2025),Windows 11 and Server (11 25H2)
NtGdiDdDDIGetPresentQueueEvent,,,,,,,,,,0x1173,0x1173,0x11a8,0x11ba,0x11d4,0x11d6,0x11c4,0x11b8,0x11c9,0x11e1,0x11e8,0x11ea,0x11ea,0x11f0,0x11f0,0x11f0,0x11f0,0x11f0,0x11f0,0x11f1,0x11f2,0x11f2,0x11f2,0x11f5,0x11f6,0x11f5
NtGdiDdDDIGetProcessDeviceLostSupport,,,,,,,,,,,,,,,,,,0x11ca,,,,,,,,,,,,,,,,,
NtGdiDdDDIGetProcessDeviceRemovalSupport,,,,,,,,,,,,,,,,,,,0x11e2,0x11e9,0x11eb,0x11eb,0x11f1,0x11f1,0x11f1,0x11f1,0x11f1,0x11f1,0x11f2,0x11f3,0x11f3,0x11f3,0x11f6,0x11f7,0x11f6
NtGdiDdDDIGetProcessSchedulingPriorityBand,,,,,,,,,,,,,,,,,0x11b9,0x11cb,0x11e3,0x11ea,0x11ec,0x11ec,0x11f2,0x11f2,0x11f2,0x11f2,0x11f2,0x11f2,0x11f3,0x11f4,0x11f4,0x11f4,0x11f7,0x11f8,0x11f7
NtGdiDdDDIGetProcessSchedulingPriorityClass,,,,,,,0x1172,0x1172,0x1172,0x1174,0x1174,0x11a9,0x11bb,0x11d5,0x11d7,0x11c5,0x11ba,0x11cc,0x11e4,0x11eb,0x11ed,0x11ed,0x11f3,0x11f3,0x11f3,0x11f3,0x11f3,0x11f3,0x11f4,0x11f5,0x11f5,0x11f5,0x11f8,0x11f9,0x11f8
NtGdiDdDDIGetResourcePresentPrivateDriverData,,,,,,,,,,,,,,0x11d6,0x11d8,0x11c6,0x11bb,0x11cd,0x11e5,0x11ec,0x11ee,0x11ee,0x11f4,0x11f4,0x11f4,0x11f4,0x11f4,0x11f4,0x11f5,0x11f6,0x11f6,0x11f6,0x11f9,0x11fa,0x11f9
NtGdiDdDDIGetRuntimeData,,,,,,,0x1173,0x1173,0x1173,0x1175,0x1175,0x11aa,0x11bc,0x11d7,0x11d9,0x11c7,0x11bc,0x11ce,0x11e6,0x11ed,0x11ef,0x11ef,0x11f5,0x11f5,0x11f5,0x11f5,0x11f5,0x11f5,0x11f6,0x11f7,0x11f7,0x11f7,0x11fa,0x11fb,0x11fa
NtGdiDdDDIGetScanLine,,,,,,,0x1174,0x1174,0x1174,0x1176,0x1176,0x11ab,0x11bd,0x11d8,0x11da,0x11c8,0x11bd,0x11cf,0x11e7,0x11ee,0x11f0,0x11f0,0x11f6,0x11f6,0x11f6,0x11f6,0x11f6,0x11f6,0x11f7,0x11f8,0x11f8,0x11f8,0x11fb,0x11fc,0x11fb
NtGdiDdDDIGetSetSwapChainMetadata,,,,,,,,,,,,,,0x11d9,0x11db,0x11c9,0x11be,0x11d0,0x11e8,0x11ef,0x11f1,0x11f1,0x11f7,0x11f7,0x11f7,0x11f7,0x11f7,0x11f7,0x11f8,0x11f9,0x11f9,0x11f9,0x11fc,0x11fd,0x11fc
NtGdiDdDDIGetSharedPrimaryHandle,,,,,,,0x1175,0x1175,0x1175,0x1177,0x1177,0x11ac,0x11be,0x11da,0x11dc,0x11ca,0x11bf,0x11d1,0x11e9,0x11f0,0x11f2,0x11f2,0x11f8,0x11f8,0x11f8,0x11f8,0x11f8,0x11f8,0x11f9,0x11fa,0x11fa,0x11fa,0x11fd,0x11fe,0x11fd
NtGdiDdDDIGetSharedResourceAdapterLuid,,,,,,,,,,,,0x11ad,0x11bf,0x11db,0x11dd,0x11cb,0x11c0,0x11d2,0x11ea,0x11f1,0x11f3,0x11f3,0x11f9,0x11f9,0x11f9,0x11f9,0x11f9,0x11f9,0x11fa,0x11fb,0x11fb,0x11fb,0x11fe,0x11ff,0x11fe
NtGdiDdDDIGetSharedResourceAdapterLuidFlipManager,,,,,,,,,,,,,,,,,,,,0x11f2,0x11f4,0x11f4,0x11fa,0x11fa,0x11fa,0x11fa,0x11fa,0x11fa,0x11fb,0x11fc,0x11fc,0x11fc,0x11ff,0x1200,0x11ff
NtGdiDdDDIGetSwapChainSurfacePhysicalAddress,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x11fb,0x11fc,0x11fd,0x11fd,0x11fd,0x1200,0x1201,0x1200
NtGdiDdDDIGetYieldPercentage,,,,,,,,,,,,,,,,,0x11c1,0x11d3,0x11eb,0x11f3,0x11f5,0x11f5,0x11fb,0x11fb,0x11fb,0x11fb,0x11fb,0x11fc,0x11fd,0x11fe,0x11fe,0x11fe,0x1201,0x1202,0x1201
NtGdiDdDDIInvalidateActiveVidPn,,,,,,,0x1176,0x1176,0x1176,0x1178,0x1178,0x11ae,0x11c0,0x11dc,0x11de,0x11cc,0x11c2,0x11d4,0x11ec,0x11f4,0x11f6,0x11f6,0x11fc,0x11fc,0x11fc,0x11fc,0x11fc,0x11fd,0x11fe,0x11ff,0x11ff,0x11ff,0x1202,0x1203,0x1202
NtGdiDdDDIInvalidateCache,,,,,,,,,,,,,,0x11dd,0x11df,0x11cd,0x11c3,0x11d5,0x11ed,0x11f5,0x11f7,0x11f7,0x11fd,0x11fd,0x11fd,0x11fd,0x11fd,0x11fe,0x11ff,0x1200,0x1200,0x1200,0x1203,0x1204,0x1203
NtGdiDdDDILock,,,,,,,0x1177,0x1177,0x1177,0x1179,0x1179,0x11af,0x11c1,0x11de,0x11e0,0x11ce,0x11c4,0x11d6,0x11ee,0x11f6,0x11f8,0x11f8,0x11fe,0x11fe,0x11fe,0x11fe,0x11fe,0x11ff,0x1200,0x1201,0x1201,0x1201,0x1204,0x1205,0x1204
NtGdiDdDDILock2,,,,,,,,,,,,,,0x11df,0x11e1,0x11cf,0x11c5,0x11d7,0x11ef,0x11f7,0x11f9,0x11f9,0x11ff,0x11ff,0x11ff,0x11ff,0x11ff,0x1200,0x1201,0x1202,0x1202,0x1202,0x1205,0x1206,0x1205
NtGdiDdDDIMakeResident,,,,,,,,,,,,,,0x11e0,0x11e2,0x11d0,0x11c6,0x11d8,0x11f0,0x11f8,0x11fa,0x11fa,0x1200,0x1200,0x1200,0x1200,0x1200,0x1201,0x1202,0x1203,0x1203,0x1203,0x1206,0x1207,0x1206
NtGdiDdDDIMapGpuVirtualAddress,,,,,,,,,,,,,,0x11e1,0x11e3,0x11d1,0x11c7,0x11d9,0x11f1,0x11f9,0x11fb,0x11fb,0x1201,0x1201,0x1201,0x1201,0x1201,0x1202,0x1203,0x1204,0x1204,0x1204,0x1207,0x1208,0x1207
NtGdiDdDDIMarkDeviceAsError,,,,,,,,,,,,,,0x11e2,0x11e4,0x11d2,0x11c8,0x11da,0x11f2,0x11fa,0x11fc,0x11fc,0x1202,0x1202,0x1202,0x1202,0x1202,0x1203,0x1204,0x1205,0x1205,0x1205,0x1208,0x1209,0x1208
NtGdiDdDDINetDispGetNextChunkInfo,,,,,,,,,,,,,0x11c2,0x11e3,0x11e5,0x11d3,0x11c9,0x11db,0x11f3,0x11fb,0x11fd,0x11fd,0x1203,0x1203,0x1203,0x1203,0x1203,0x1204,0x1205,0x1206,0x1206,0x1206,0x1209,0x120a,0x1209
NtGdiDdDDINetDispQueryMiracastDisplayDeviceStatus,,,,,,,,,,,,,0x11c3,0x11e4,0x11e6,0x11d4,0x11ca,0x11dc,0x11f4,0x11fc,0x11fe,0x11fe,0x1204,0x1204,0x1204,0x1204,0x1204,0x1205,0x1206,0x1207,0x1207,0x1207,0x120a,0x120b,0x120a
NtGdiDdDDINetDispQueryMiracastDisplayDeviceSupport,,,,,,,,,,,,,0x11c4,0x11e5,0x11e7,0x11d5,0x11cb,0x11dd,0x11f5,0x11fd,0x11ff,0x11ff,0x1205,0x1205,0x1205,0x1205,0x1205,0x1206,0x1207,0x1208,0x1208,0x1208,0x120b,0x120c,0x120b
NtGdiDdDDINetDispStartMiracastDisplayDevice,,,,,,,,,,,,,0x11c5,0x11e6,0x11e8,0x11d6,0x11cc,0x11de,0x11f6,0x11fe,0x1200,0x1200,0x1206,0x1206,0x1206,0x1206,0x1206,0x1207,0x1208,0x1209,0x1209,0x1209,0x120c,0x120d,0x120c
NtGdiDdDDINetDispStartMiracastDisplayDeviceEx,,,,,,,,,,,,,,0x11e7,,,,,,,,,,,,,,,,,,,,,
NtGdiDdDDINetDispStopMiracastDisplayDevice,,,,,,,,,,,,,0x11c6,0x11e8,0x11e9,0x11d7,0x11cd,0x11df,0x11f7,0x11ff,0x1201,0x1201,0x1207,0x1207,0x1207,0x1207,0x1207,0x1208,0x1209,0x120a,0x120a,0x120a,0x120d,0x120e,0x120d
NtGdiDdDDINetDispStopSessions,,,,,,,,,,,,,,0x11e9,0x11ea,0x11d8,0x11ce,0x11e0,0x11f8,0x1200,,,,,,,,,,,,,,,
NtGdiDdDDIOfferAllocations,,,,,,,,,,,,0x11b0,0x11c7,0x11ea,0x11eb,0x11d9,0x11cf,0x11e1,0x11f9,0x1201,0x1202,0x1202,0x1208,0x1208,0x1208,0x1208,0x1208,0x1209,0x120a,0x120b,0x120b,0x120b,0x120e,0x120f,0x120e
NtGdiDdDDIOpenAdapterFromDeviceName,,,,,,,0x1178,0x1178,0x1178,0x117a,0x117a,0x11b1,0x11c8,0x11eb,0x11ec,0x11da,0x11d0,0x11e2,0x11fa,0x1202,0x1203,0x1203,0x1209,0x1209,0x1209,0x1209,0x1209,0x120a,0x120b,0x120c,0x120c,0x120c,0x120f,0x1210,0x120f
NtGdiDdDDIOpenAdapterFromHdc,,,,,,,0x1179,0x1179,0x1179,0x117b,0x117b,0x11b2,0x11c9,0x11ec,0x11ed,0x11db,0x11d1,0x11e3,0x11fb,0x1203,0x1204,0x1204,0x120a,0x120a,0x120a,0x120a,0x120a,0x120b,0x120c,0x120d,0x120d,0x120d,0x1210,0x1211,0x1210
NtGdiDdDDIOpenAdapterFromLuid,,,,,,,,,,,,0x11b3,0x11ca,0x11ed,0x11ee,0x11dc,0x11d2,0x11e4,0x11fc,0x1204,0x1205,0x1205,0x120b,0x120b,0x120b,0x120b,0x120b,0x120c,0x120d,0x120e,0x120e,0x120e,0x1211,0x1212,0x1211
NtGdiDdDDIOpenBundleObjectNtHandleFromName,,,,,,,,,,,,,,,,,,,0x11fd,0x1205,0x1206,0x1206,0x120c,0x120c,0x120c,0x120c,0x120c,0x120d,0x120e,0x120f,0x120f,0x120f,0x1212,0x1213,0x1212
NtGdiDdDDIOpenKeyedMutex,,,,,,,,,,0x117c,0x117c,0x11b4,0x11cb,0x11ee,0x11ef,0x11dd,0x11d3,0x11e5,0x11fe,0x1206,0x1207,0x1207,0x120d,0x120d,0x120d,0x120d,0x120d,0x120e,0x120f,0x1210,0x1210,0x1210,0x1213,0x1214,0x1213
NtGdiDdDDIOpenKeyedMutex2,,,,,,,,,,,,0x11b5,0x11cc,0x11ef,0x11f0,0x11de,0x11d4,0x11e6,0x11ff,0x1207,0x1208,0x1208,0x120e,0x120e,0x120e,0x120e,0x120e,0x120f,0x1210,0x1211,0x1211,0x1211,0x1214,0x1215,0x1214
NtGdiDdDDIOpenKeyedMutexFromNtHandle,,,,,,,,,,,,,,,,,,,0x1200,0x1208,0x1209,0x1209,0x120f,0x120f,0x120f,0x120f,0x120f,0x1210,0x1211,0x1212,0x1212,0x1212,0x1215,0x1216,0x1215
NtGdiDdDDIOpenNtHandleFromName,,,,,,,,,,,,0x11b6,0x11cd,0x11f0,0x11f1,0x11df,0x11d5,0x11e7,0x1201,0x1209,0x120a,0x120a,0x1210,0x1210,0x1210,0x1210,0x1210,0x1211,0x1212,0x1213,0x1213,0x1213,0x1216,0x1217,0x1216
NtGdiDdDDIOpenProtectedSessionFromNtHandle,,,,,,,,,,,,,,,,,,0x11e8,0x1202,0x120a,0x120b,0x120b,0x1211,0x1211,0x1211,0x1211,0x1211,0x1212,0x1213,0x1214,0x1214,0x1214,0x1217,0x1218,0x1217
NtGdiDdDDIOpenResource,,,,,,,0x117a,0x117a,0x117a,0x117d,0x117d,0x11b7,0x11ce,0x11f1,0x11f2,0x11e0,0x11d6,0x11e9,0x1203,0x120b,0x120c,0x120c,0x1212,0x1212,0x1212,0x1212,0x1212,0x1213,0x1214,0x1215,0x1215,0x1215,0x1218,0x1219,0x1218
NtGdiDdDDIOpenResourceFromNtHandle,,,,,,,,,,,,0x11b8,0x11cf,0x11f2,0x11f3,0x11e1,0x11d7,0x11ea,0x1204,0x120c,0x120d,0x120d,0x1213,0x1213,0x1213,0x1213,0x1213,0x1214,0x1215,0x1216,0x1216,0x1216,0x1219,0x121a,0x1219
NtGdiDdDDIOpenSwapChain,,,,,,,,,,,,,,0x11f3,0x11f4,0x11e2,0x11d8,0x11eb,0x1205,0x120d,0x120e,0x120e,0x1214,0x1214,0x1214,0x1214,0x1214,0x1215,0x1216,0x1217,0x1217,0x1217,0x121a,0x121b,0x121a
NtGdiDdDDIOpenSyncObjectFromNtHandle,,,,,,,,,,,,0x11b9,0x11d0,0x11f4,0x11f5,0x11e3,0x11d9,0x11ec,0x1206,0x120e,0x120f,0x120f,0x1215,0x1215,0x1215,0x1215,0x1215,0x1216,0x1217,0x1218,0x1218,0x1218,0x121b,0x121c,0x121b
NtGdiDdDDIOpenSyncObjectFromNtHandle2,,,,,,,,,,,,,,0x11f5,0x11f6,0x11e4,0x11da,0x11ed,0x1207,0x120f,0x1210,0x1210,0x1216,0x1216,0x1216,0x1216,0x1216,0x1217,0x1218,0x1219,0x1219,0x1219,0x121c,0x121d,0x121c
NtGdiDdDDIOpenSyncObjectNtHandleFromName,,,,,,,,,,,,,,0x11f6,0x11f7,0x11e5,0x11db,0x11ee,0x1208,0x1210,0x1211,0x1211,0x1217,0x1217,0x1217,0x1217,0x1217,0x1218,0x1219,0x121a,0x121a,0x121a,0x121d,0x121e,0x121d
NtGdiDdDDIOpenSynchronizationObject,,,,,,,,,,0x117e,0x117e,0x11ba,0x11d1,0x11f7,0x11f8,0x11e6,0x11dc,0x11ef,0x1209,0x1211,0x1212,0x1212,0x1218,0x1218,0x1218,0x1218,0x1218,0x1219,0x121a,0x121b,0x121b,0x121b,0x121e,0x121f,0x121e
NtGdiDdDDIOutputDuplGetFrameInfo,,,,,,,,,,,,0x11bb,0x11d2,0x11f8,0x11f9,0x11e7,0x11dd,0x11f0,0x120a,0x1212,0x1213,0x1213,0x1219,0x1219,0x1219,0x1219,0x1219,0x121a,0x121b,0x121c,0x121c,0x121c,0x121f,0x1220,0x121f
NtGdiDdDDIOutputDuplGetMetaData,,,,,,,,,,,,0x11bc,0x11d3,0x11f9,0x11fa,0x11e8,0x11de,0x11f1,0x120b,0x1213,0x1214,0x1214,0x121a,0x121a,0x121a,0x121a,0x121a,0x121b,0x121c,0x121d,0x121d,0x121d,0x1220,0x1221,0x1220
NtGdiDdDDIOutputDuplGetPointerShapeData,,,,,,,,,,,,0x11bd,0x11d4,0x11fa,0x11fb,0x11e9,0x11df,0x11f2,0x120c,0x1214,0x1215,0x1215,0x121b,0x121b,0x121b,0x121b,0x121b,0x121c,0x121d,0x121e,0x121e,0x121e,0x1221,0x1222,0x1221
NtGdiDdDDIOutputDuplPresent,,,,,,,,,,,,0x11be,0x11d5,0x11fb,0x11fc,0x11ea,0x11e0,0x11f3,0x120d,0x1215,0x1216,0x1216,0x121c,0x121c,0x121c,0x121c,0x121c,0x121d,0x121e,0x121f,0x121f,0x121f,0x1222,0x1223,0x1222
NtGdiDdDDIOutputDuplReleaseFrame,,,,,,,,,,,,0x11bf,0x11d6,0x11fc,0x11fd,0x11eb,0x11e1,0x11f4,0x120e,0x1216,0x1217,0x1217,0x121d,0x121d,0x121d,0x121d,0x121d,0x121e,0x121f,0x1220,0x1220,0x1220,0x1223,0x1224,0x1223
NtGdiDdDDIPinDirectFlipResources,,,,,,,,,,,,0x11c0,0x11d7,0x11fd,0x11fe,0x11ec,0x11e2,0x11f5,0x120f,0x1217,0x1218,0x1218,,,,,,,,,,,,,
NtGdiDdDDIPollDisplayChildren,,,,,,,0x117b,0x117b,0x117b,0x117f,0x117f,0x11c1,0x11d8,0x11fe,0x11ff,0x11ed,0x11e3,0x11f6,0x1210,0x1218,0x1219,0x1219,0x121e,0x121e,0x121e,0x121e,0x121e,0x121f,0x1220,0x1221,0x1221,0x1221,0x1224,0x1225,0x1224
NtGdiDdDDIPresent,,,,,,,0x117c,0x117c,0x117c,0x1180,0x1180,0x11c2,0x11d9,0x11ff,0x1200,0x11ee,0x11e4,0x11f7,0x1211,0x1219,0x121a,0x121a,0x121f,0x121f,0x121f,0x121f,0x121f,0x1220,0x1221,0x1222,0x1222,0x1222,0x1225,0x1226,0x1225
NtGdiDdDDIPresentMultiPlaneOverlay,,,,,,,,,,,,,0x11da,0x1200,0x1201,0x11ef,0x11e5,0x11f8,0x1212,0x121a,0x121b,0x121b,0x1220,0x1220,0x1220,0x1220,0x1220,0x1221,0x1222,0x1223,0x1223,0x1223,0x1226,0x1227,0x1226
NtGdiDdDDIPresentMultiPlaneOverlay2,,,,,,,,,,,,,,0x1201,0x1202,0x11f0,0x11e6,0x11f9,0x1213,0x121b,0x121c,0x121c,0x1221,0x1221,0x1221,0x1221,0x1221,0x1222,0x1223,0x1224,0x1224,0x1224,0x1227,0x1228,0x1227
NtGdiDdDDIPresentMultiPlaneOverlay3,,,,,,,,,,,,,,,,0x11f1,0x11e7,0x11fa,0x1214,0x121c,0x121d,0x121d,0x1222,0x1222,0x1222,0x1222,0x1222,0x1223,0x1224,0x1225,0x1225,0x1225,0x1228,0x1229,0x1228
NtGdiDdDDIPresentRedirected,,,,,,,,,,,,,,,,,,0x11fb,0x1215,0x121d,0x121e,0x121e,0x1223,0x1223,0x1223,0x1223,0x1223,0x1224,0x1225,0x1226,0x1226,0x1226,0x1229,0x122a,0x1229
NtGdiDdDDIQueryAdapterInfo,,,,,,,0x117d,0x117d,0x117d,0x1181,0x1181,0x11c3,0x11db,0x1202,0x1203,0x11f2,0x11e8,0x11fc,0x1216,0x121e,0x121f,0x121f,0x1224,0x1224,0x1224,0x1224,0x1224,0x1225,0x1226,0x1227,0x1227,0x1227,0x122a,0x122b,0x122a
NtGdiDdDDIQueryAllocationResidency,,,,,,,0x117e,0x117e,0x117e,0x1182,0x1182,0x11c4,0x11dc,0x1203,0x1204,0x11f3,0x11e9,0x11fd,0x1217,0x121f,0x1220,0x1220,0x1225,0x1225,0x1225,0x1225,0x1225,0x1226,0x1227,0x1228,0x1228,0x1228,0x122b,0x122c,0x122b
NtGdiDdDDIQueryClockCalibration,,,,,,,,,,,,,,0x1204,0x1205,0x11f4,0x11ea,0x11fe,0x1218,0x1220,0x1221,0x1221,0x1226,0x1226,0x1226,0x1226,0x1226,0x1227,0x1228,0x1229,0x1229,0x1229,0x122c,0x122d,0x122c
NtGdiDdDDIQueryFSEBlock,,,,,,,,,,,,,,,,0x11f5,0x11eb,0x11ff,0x1219,0x1221,0x1222,0x1222,0x1227,0x1227,0x1227,0x1227,0x1227,0x1228,0x1229,0x122a,0x122a,0x122a,0x122d,0x122e,0x122d
NtGdiDdDDIQueryProcessOfferInfo,,,,,,,,,,,,,,,,0x11f6,0x11ec,0x1200,0x121a,0x1222,0x1223,0x1223,0x1228,0x1228,0x1228,0x1228,0x1228,0x1229,0x122a,0x122b,0x122b,0x122b,0x122e,0x122f,0x122e
NtGdiDdDDIQueryProtectedSessionInfoFromNtHandle,,,,,,,,,,,,,,,,,,0x1201,0x121b,0x1223,0x1224,0x1224,0x1229,0x1229,0x1229,0x1229,0x1229,0x122a,0x122b,0x122c,0x122c,0x122c,0x122f,0x1230,0x122f
NtGdiDdDDIQueryProtectedSessionStatus,,,,,,,,,,,,,,,,,,0x1202,0x121c,0x1224,0x1225,0x1225,0x122a,0x122a,0x122a,0x122a,0x122a,0x122b,0x122c,0x122d,0x122d,0x122d,0x1230,0x1231,0x1230
NtGdiDdDDIQueryRemoteVidPnSourceFromGdiDisplayName,,,,,,,,,,,,0x11c5,0x11dd,0x1205,0x1206,0x11f7,0x11ed,0x1203,0x121d,0x1225,0x1226,0x1226,0x122b,0x122b,0x122b,0x122b,0x122b,0x122c,0x122d,0x122e,0x122e,0x122e,0x1231,0x1232,0x1231
NtGdiDdDDIQueryResourceInfo,,,,,,,0x117f,0x117f,0x117f,0x1183,0x1183,0x11c6,0x11de,0x1206,0x1207,0x11f8,0x11ee,0x1204,0x121e,0x1226,0x1227,0x1227,0x122c,0x122c,0x122c,0x122c,0x122c,0x122d,0x122e,0x122f,0x122f,0x122f,0x1232,0x1233,0x1232
NtGdiDdDDIQueryResourceInfoFromNtHandle,,,,,,,,,,,,0x11c7,0x11df,0x1207,0x1208,0x11f9,0x11ef,0x1205,0x121f,0x1227,0x1228,0x1228,0x122d,0x122d,0x122d,0x122d,0x122d,0x122e,0x122f,0x1230,0x1230,0x1230,0x1233,0x1234,0x1233
NtGdiDdDDIQueryStatistics,,,,,,,0x1180,0x1180,0x1180,0x1184,0x1184,0x11c8,0x11e0,0x1208,0x1209,0x11fa,0x11f0,0x1206,0x1220,0x1228,0x1229,0x1229,0x122e,0x122e,0x122e,0x122e,0x122e,0x122f,0x1230,0x1231,0x1231,0x1231,0x1234,0x1235,0x1234
NtGdiDdDDIQueryVidPnExclusiveOwnership,,,,,,,,,,,,,,0x1209,0x120a,0x11fb,0x11f1,0x1207,0x1221,0x1229,0x122a,0x122a,0x122f,0x122f,0x122f,0x122f,0x122f,0x1230,0x1231,0x1232,0x1232,0x1232,0x1235,0x1236,0x1235
NtGdiDdDDIQueryVideoMemoryInfo,,,,,,,,,,,,,,0x120a,0x120b,0x11fc,0x11f2,0x1208,0x1222,0x122a,0x122b,0x122b,0x1230,0x1230,0x1230,0x1230,0x1230,0x1231,0x1232,0x1233,0x1233,0x1233,0x1236,0x1237,0x1236
NtGdiDdDDIReclaimAllocations,,,,,,,,,,,,0x11c9,0x11e1,0x120b,0x120c,0x11fd,0x11f3,0x1209,0x1223,0x122b,0x122c,0x122c,0x1231,0x1231,0x1231,0x1231,0x1231,0x1232,0x1233,0x1234,0x1234,0x1234,0x1237,0x1238,0x1237
NtGdiDdDDIReclaimAllocations2,,,,,,,,,,,,,,0x120c,0x120d,0x11fe,0x11f4,0x120a,0x1224,0x122c,0x122d,0x122d,0x1232,0x1232,0x1232,0x1232,0x1232,0x1233,0x1234,0x1235,0x1235,0x1235,0x1238,0x1239,0x1238
NtGdiDdDDIReleaseKeyedMutex,,,,,,,,,,0x1185,0x1185,0x11ca,0x11e2,0x120d,0x120e,0x11ff,0x11f5,0x120b,0x1225,0x122d,0x122e,0x122e,0x1233,0x1233,0x1233,0x1233,0x1233,0x1234,0x1235,0x1236,0x1236,0x1236,0x1239,0x123a,0x1239
NtGdiDdDDIReleaseKeyedMutex2,,,,,,,,,,,,0x11cb,0x11e3,0x120e,0x120f,0x1200,0x11f6,0x120c,0x1226,0x122e,0x122f,0x122f,0x1234,0x1234,0x1234,0x1234,0x1234,0x1235,0x1236,0x1237,0x1237,0x1237,0x123a,0x123b,0x123a
NtGdiDdDDIReleaseProcessVidPnSourceOwners,,,,,,,0x1181,0x1181,0x1181,0x1186,0x1186,0x11cc,0x11e4,0x120f,0x1210,0x1201,0x11f7,0x120d,0x1227,0x122f,0x1230,0x1230,0x1235,0x1235,0x1235,0x1235,0x1235,0x1236,0x1237,0x1238,0x1238,0x1238,0x123b,0x123c,0x123b
NtGdiDdDDIReleaseSwapChain,,,,,,,,,,,,,,0x1210,0x1211,0x1202,0x11f8,0x120e,0x1228,0x1230,0x1231,0x1231,0x1236,0x1236,0x1236,0x1236,0x1236,0x1237,0x1238,0x1239,0x1239,0x1239,0x123c,0x123d,0x123c
NtGdiDdDDIRemoveSurfaceFromSwapChain,,,,,,,,,,,,,,,,,,0x120f,0x1229,0x1231,0x1232,0x1232,0x1237,0x1237,0x1237,0x1237,0x1237,0x1238,0x1239,0x123a,0x123a,0x123a,0x123d,0x123e,0x123d
NtGdiDdDDIRender,,,,,,,0x1182,0x1182,0x1182,0x1187,0x1187,0x11cd,0x11e5,0x1211,0x1212,0x1203,0x11f9,0x1210,0x122a,0x1232,0x1233,0x1233,0x1238,0x1238,0x1238,0x1238,0x1238,0x1239,0x123a,0x123b,0x123b,0x123b,0x123e,0x123f,0x123e
NtGdiDdDDIReserveGpuVirtualAddress,,,,,,,,,,,,,,0x1212,0x1213,0x1204,0x11fa,0x1211,0x122b,0x1233,0x1234,0x1234,0x1239,0x1239,0x1239,0x1239,0x1239,0x123a,0x123b,0x123c,0x123c,0x123c,0x123f,0x1240,0x123f
NtGdiDdDDISetAllocationPriority,,,,,,,0x1183,0x1183,0x1183,0x1188,0x1188,0x11ce,0x11e6,0x1213,0x1214,0x1205,0x11fb,0x1212,0x122c,0x1234,0x1235,0x1235,0x123a,0x123a,0x123a,0x123a,0x123a,0x123b,0x123c,0x123d,0x123d,0x123d,0x1240,0x1241,0x1240
NtGdiDdDDISetContextInProcessSchedulingPriority,,,,,,,,,,,,0x11cf,0x11e7,0x1214,0x1215,0x1206,0x11fc,0x1213,0x122d,0x1235,0x1236,0x1236,0x123b,0x123b,0x123b,0x123b,0x123b,0x123c,0x123d,0x123e,0x123e,0x123e,0x1241,0x1242,0x1241
NtGdiDdDDISetContextSchedulingPriority,,,,,,,0x1184,0x1184,0x1184,0x1189,0x1189,0x11d0,0x11e8,0x1215,0x1216,0x1207,0x11fd,0x1214,0x122e,0x1236,0x1237,0x1237,0x123c,0x123c,0x123c,0x123c,0x123c,0x123d,0x123e,0x123f,0x123f,0x123f,0x1242,0x1243,0x1242
NtGdiDdDDISetDeviceLostSupport,,,,,,,,,,,,,,,,,,0x1215,,,,,,,,,,,,,,,,,
NtGdiDdDDISetDisplayMode,,,,,,,0x1185,0x1185,0x1185,0x118a,0x118a,0x11d1,0x11e9,0x1216,0x1217,0x1208,0x11fe,0x1216,0x122f,0x1237,0x1238,0x1238,0x123d,0x123d,0x123d,0x123d,0x123d,0x123e,0x123f,0x1240,0x1240,0x1240,0x1243,0x1244,0x1243
NtGdiDdDDISetDisplayPrivateDriverFormat,,,,,,,0x1186,0x1186,0x1186,0x118b,0x118b,0x11d2,0x11ea,0x1217,0x1218,0x1209,0x11ff,0x1217,0x1230,0x1238,,,,,,,,,,,,,,,
NtGdiDdDDISetDodIndirectSwapchain,,,,,,,,,,,,,,0x1218,0x1219,0x120a,0x1200,0x1218,0x1231,0x1239,0x1239,0x1239,0x123e,0x123e,0x123e,0x123e,0x123e,0x123f,0x1240,0x1241,0x1241,0x1241,0x1244,0x1245,0x1244
NtGdiDdDDISetFSEBlock,,,,,,,,,,,,,,,,0x120b,0x1201,0x1219,0x1232,0x123a,0x123a,0x123a,0x123f,0x123f,0x123f,0x123f,0x123f,0x1240,0x1241,0x1242,0x1242,0x1242,0x1245,0x1246,0x1245
