System call,Windows XP (SP1),Windows XP (SP2),Windows Server 2003 (SP0),Windows Server 2003 (SP2),Windows Server 2003 (R2),Windows Server 2003 (R2 SP2),Windows Vista (SP0),Windows Vista (SP1),Windows Vista (SP2),Windows 7 (SP0),Windows 7 (SP1),Windows 8 (8.0),Windows 8 (8.1),Windows 10 (1507),Windows 10 (1511),Windows 10 (1607),Windows 10 (1703),Windows 10 (1709),Windows 10 (1803),Windows 10 (1809),Windows 10 (1903),Windows 10 (1909),Windows 10 (2004),Windows 10 (20H2),Windows 10 (21H1),Windows 10 (21H2),Windows 10 (22H2),Windows 11 and Server (Server 2022),Windows 11 and Server (11 21H2),Windows 11 and Server (11 22H2),Windows 11 and Server (11 23H2),Windows 11 and Server (Server 23H2),Windows 11 and Server (11 24H2),Windows 11 and Server (Server 2025),Windows 11 and Server (11 25H2)
NtDCompositionTelemetrySetApplicationId,,,,,,,,,,,,,0x1155,0x115f,0x1160,0x114c,0x1144,0x1144,0x1147,0x1149,0x1149,0x1149,0x1149,0x1149,0x1149,0x1149,0x1149,0x1148,0x1145,0x1142,0x1142,0x113e,0x1140,0x1141,0x1140
NtDCompositionTelemetryTouchInteractionBegin,,,,,,,,,,,,0x1147,0x1156,0x1160,0x1161,0x114d,0x1145,0x1145,0x1148,0x114a,0x114a,0x114a,0x114a,0x114a,0x114a,0x114a,0x114a,0x1149,0x1146,,,,,,
NtDCompositionTelemetryTouchInteractionEnd,,,,,,,,,,,,0x1148,0x1157,0x1161,0x1162,0x114e,0x1146,0x1146,0x1149,0x114b,0x114b,0x114b,0x114b,0x114b,0x114b,0x114b,0x114b,0x114a,0x1147,,,,,,
NtDCompositionTelemetryTouchInteractionUpdate,,,,,,,,,,,,0x1149,0x1158,0x1162,0x1163,0x114f,0x1147,0x1147,0x114a,0x114c,0x114c,0x114c,0x114c,0x114c,0x114c,0x114c,0x114c,0x114b,0x1148,,,,,,
NtDCompositionUpdatePointerCapture,,,,,,,,,,,,,,0x1163,0x1164,0x1150,0x1148,0x1148,0x114b,0x114d,0x114d,0x114d,0x114d,0x114d,0x114d,0x114d,0x114d,0x114c,0x1149,0x1143,0x1143,0x113f,0x1141,0x1142,0x1141
NtDCompositionValidateAndReferenceSystemVisualForHwndTarget,,,,,,,,,,,,0x114a,,,,,,,,,,,,,,,,,,,,,,,
NtDCompositionWaitForChannel,,,,,,,,,,,,0x114b,0x1159,0x1164,0x1165,0x1151,0x1149,0x1149,0x114c,0x114e,0x114e,0x114e,0x114e,0x114e,0x114e,0x114e,0x114e,0x114d,0x114a,0x1144,0x1144,0x1140,0x1142,0x1143,0x1142
NtDCompositionWaitForCompositorClock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x114b,0x1145,0x1145,0x1141,0x1143,0x1144,0x1143
NtDWMBindCursorToOutputConfig,,,,,,,,,,,,,,,,,,0x114a,0x114d,,,,,,,,,,,,,,,,
NtDWMCommitInputSystemOutputConfig,,,,,,,,,,,,,,,,,,0x114b,0x114e,,,,,,,,,,,,,,,,
NtDWMSetCursorOrientation,,,,,,,,,,,,,,,,,,0x114c,0x114f,,,,,,,,,,,,,,,,
NtDWMSetInputSystemOutputConfig,,,,,,,,,,,,,,,,,,0x114d,0x1150,,,,,,,,,,,,,,,,
NtDesktopCaptureBits,,,,,,,,,,,,,,0x1165,0x1166,0x1152,0x114a,0x114e,0x1151,0x114f,0x114f,0x114f,0x114f,0x114f,0x114f,0x114f,0x114f,0x114e,0x114c,0x1146,0x1146,0x1142,0x1144,0x1145,0x1144
NtDuplicateCompositionInputSink,,,,,,,,,,,,,0x115a,0x1166,0x1167,0x1153,0x114b,0x114f,0x1152,0x1150,0x1150,0x1150,0x1150,0x1150,0x1150,0x1150,0x1150,0x114f,0x114d,0x1147,0x1147,0x1143,0x1145,0x1146,0x1145
NtDxgkCancelPresents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x114e,0x1148,0x1148,0x1144,0x1146,0x1147,0x1146
NtDxgkCheckSinglePlaneForMultiPlaneOverlaySupport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x114f,0x1149,0x1149,0x1145,0x1147,0x1148,0x1147
NtDxgkConnectDoorbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x114a,0x114a,0x1146,0x1148,0x1149,0x1148
NtDxgkCreateDoorbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x114b,0x114b,0x1147,0x1149,0x114a,0x1149
NtDxgkCreateNativeFence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x114c,0x114c,0x1148,0x114a,0x114b,0x114a
NtDxgkCreateTrackedWorkload,,,,,,,,,,,,,,,,,,,,0x1151,0x1151,0x1151,0x1151,0x1151,0x1151,0x1151,0x1151,0x1150,0x1150,0x114d,0x114d,0x1149,0x114b,0x114c,0x114b
NtDxgkDestroyDoorbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x114e,0x114e,0x114a,0x114c,0x114d,0x114c
NtDxgkDestroyTrackedWorkload,,,,,,,,,,,,,,,,,,,,0x1152,0x1152,0x1152,0x1152,0x1152,0x1152,0x1152,0x1152,0x1151,0x1151,0x114f,0x114f,0x114b,0x114d,0x114e,0x114d
NtDxgkDispMgrOperation,,,,,,,,,,,,,,,,,,,,,0x1153,0x1153,0x1153,0x1153,0x1153,0x1153,0x1153,0x1152,0x1152,0x1150,0x1150,0x114c,0x114e,0x114f,0x114e
NtDxgkDisplayMuxSwitchExecute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x114d,0x114f,0x1150,0x114f
NtDxgkDisplayMuxSwitchFinish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x114e,0x1150,0x1151,0x1150
NtDxgkDisplayMuxSwitchPrepare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x114f,0x1151,0x1152,0x1151
